Ticker,Weight,Expected Return,Volatility,Sharpe Ratio,Max Drawdown,Start Price,End Price,Real Return
SWKS,0.010000000000040688,0.2752652273595535,0.5620742802957732,0.4837699286444444,-0.46826401178029914,110.65579986572266,141.11549377441406,0.2752652273595535
CRM,0.01000000000003559,0.3325947401346301,0.5295462042469914,0.6217477240061076,-0.35715760594811313,166.251953125,221.5464782714844,0.3325947401346321
CSCO,0.010000000000044926,-0.051010111211350684,0.4193572772926054,-0.12962861751272406,-0.335069113306186,41.73820114135742,39.609130859375,-0.051010111211352016
PHG,0.07499999999987486,0.09522845567911609,0.36030252729481194,0.2550019936883447,-0.36810786967418546,46.65887451171875,51.10212707519531,0.09522845567911431
GIB,0.010000000000033114,-0.058411558853807,0.36455788343830037,-0.1694165852601834,-0.45975556025550035,84.2300033569336,79.30999755859375,-0.058411558853806445
TMO,0.01000000000002949,0.4305902478649517,0.3724542407040881,1.1470930071015095,-0.2486466862498531,322.71453857421875,461.6722717285156,0.43059024786495326
HUM,0.010000000000031414,0.13726257132999709,0.5096259745695182,0.26276521434199446,-0.43600735572007854,350.6334228515625,398.7622680664063,0.13726257132999753
ABT,0.01000000000002954,0.2790823158644722,0.3929998812407807,0.7016076496154174,-0.3161331590418033,79.68993377685547,101.92998504638672,0.2790823158644722
ACN,0.01000000000003866,0.2629225315461752,0.4179372367567187,0.6210787549645456,-0.3345220362087043,195.2636108398437,246.60281372070312,0.26292253154617806
AMD,0.010000000000028762,0.8678208133307737,0.6085590086225962,1.4205199630507706,-0.3427844128753607,49.09999847412109,91.70999908447266,0.867820813330775
SNAP,0.07499999999991164,1.9839092756815413,0.767204890882673,2.581525100178792,-0.565194811139788,16.780000686645508,50.06999969482422,1.9839092756815448
NVDA,0.074999999999889,1.1802417330749804,0.5791215804026297,2.0322004567137117,-0.3755402549503109,5.973121643066406,13.022849082946776,1.1802417330749804
EXAS,0.010000000000015418,0.38616868544688887,0.7870190847886579,0.4864152597540872,-0.6371122114139947,95.58000183105467,132.49000549316406,0.38616868544688643
ASML,0.010000000000038898,0.6249755819868068,0.4862543634955921,1.278394675227325,-0.3794417480341614,289.4844055175781,470.4050903320313,0.6249755819868068
VUZI,0.02499999999998436,3.303317713337469,1.1041994038833318,2.9885608603336546,-0.6017315846413844,2.109999895095825,9.079999923706056,3.3033177133374645
ADBE,0.010000000000039295,0.4954400205427676,0.4799221287694705,1.0253526523490477,-0.25641828191480764,334.42999267578125,500.1199951171875,0.49544002054276626
BEAM,0.07499999999994038,4.083402912793336,0.9792368672474764,4.1665632252734826,-0.54417807973109,18.75,81.63999938964844,3.3541333007812497
ILMN,0.010000000000039519,0.1314984797497567,0.4611682547674979,0.2778766437997207,-0.37650878685374395,318.0933837890625,359.92218017578125,0.13149847974976026
TSM,0.07499999999987436,0.864428930202163,0.4558473615235227,1.888961985951387,-0.2654775486752021,54.67740249633789,101.94213104248048,0.8644289302021657
JNJ,0.01000000000003395,0.107477314117288,0.30328409817208896,0.34333063242311757,-0.27366263021027426,128.08375549316406,141.849853515625,0.10747731411728978
NOK,0.010000000000036577,0.010335991708174896,0.4921312074506002,0.014194179752126902,-0.45124713137306094,3.527702808380127,3.5641651153564453,0.010335991708173786
TXG,0.010000000000018534,0.944253776513529,0.5180486235181345,1.8162449254970416,-0.5163196551645426,72.83000183105469,141.60000610351562,0.9442537765135333
AMZN,0.07499999999985928,0.715970948318319,0.3851099644853525,1.8504334375836007,-0.2274470190513033,94.90049743652344,162.84649658203125,0.7159709483183183
IRTC,0.07499999999987933,2.469504127315925,0.7963067623648575,3.096989314901705,-0.43007889501088015,68.37000274658203,237.2100067138672,2.4695041273159206
RMD,0.010000000000033694,0.3731967784651269,0.48772379673997623,0.7583107243264487,-0.3526212907560898,149.63919067382812,205.4840545654297,0.3731967784651271
BDX,0.01000000000003366,-0.06949198468214579,0.3647920621776554,-0.1996824633060709,-0.29632196778510167,248.45425415039065,231.1886749267578,-0.06949198468214557
ZS,0.07499999999989983,3.2195224801962894,0.6956390081490313,4.623334588245629,-0.3939858880782576,47.33000183105469,199.7100067138672,3.2195224801962974
MDXG,0.010000000000037009,0.2438355734881139,0.7901322511282074,0.3043604159389044,-0.5795755845713708,7.300000190734863,9.079999923706056,0.24383557348811613
SAGE,0.010000000000021925,0.18247673326778546,0.6686350655237383,0.2678982147600755,-0.6640341600124299,73.16000366210938,86.51000213623047,0.18247673326778746
ACAD,0.010000000000029041,0.3004134831127021,0.5361410780752431,0.554075974352075,-0.3610526637027138,41.11000061035156,53.459999084472656,0.3004134831127039
GOOG,0.010000000000032275,0.28120401246503657,0.3833721330916466,0.7247616495657623,-0.30790141676948896,68.20101165771484,87.37940979003906,0.2812040124650377
FFIV,0.010000000000026325,0.24992902321306976,0.4132503437568106,0.5966805207794003,-0.3567064039110894,140.75999450683594,175.94000244140625,0.24992902321306798
ABBV,0.010000000000036875,0.26277781772047293,0.3493275011661598,0.7426475841908734,-0.34042355712665984,72.26488494873047,91.2544937133789,0.26277781772047293
FTNT,0.010000000000056079,0.3542121744417015,0.5490598223289668,0.6390225022574945,-0.3760817655637042,21.93600082397461,29.70599937438965,0.3542121744417033
ZBH,0.010000000000034894,0.041007498350372984,0.5012162561953423,0.07513105370570203,-0.49731901904600423,139.62625122070312,145.3519744873047,0.04100749835037165
IBM,0.010000000000035774,-0.021698126185844324,0.4093224714006429,-0.061195562970488816,-0.38980109416720726,102.59784698486328,100.37166595458984,-0.021698126185843658
NET,0.07499999999986846,3.46212535524786,0.6938221292978631,4.985102977127718,-0.31820129266773545,17.030000686645508,75.98999786376953,3.462125355247869
MRK,0.01000000000003967,-0.08303762602253739,0.3188723470630283,-0.27091787577758103,-0.27261480457605264,75.96095275878906,69.65333557128906,-0.08303762602253795
PFE,0.010000000000028361,0.03174850906768967,0.357936903013793,0.0793377713797941,-0.2930230327534267,29.978139877319336,30.929901123046875,0.03174850906768967
AMAT,0.01000000000003852,0.4061771708601323,0.5898127942268754,0.6829736179259491,-0.4364337528726244,59.50059127807617,83.66837310791016,0.4061771708601314
