Ticker,Weight,Expected Return,Volatility,Sharpe Ratio,Max Drawdown,Start Price,End Price,Real Return
SWKS,0.010000000000000505,0.27799932004522354,0.31420760306163376,0.7241954610078201,-0.2840432954430987,86.45418548583984,110.1662139892578,0.2742727650508221
CRM,0.08823529411763884,0.9681681446436752,0.2960545649342674,3.0998223072614772,-0.1626487579671859,134.18431091308594,261.9770202636719,0.9523669979075275
CSCO,0.010000000000004651,0.08720143441074146,0.2038843626504041,0.1802484204240519,-0.1693551556673714,45.0478744506836,48.927391052246094,0.08611985912475428
U,0.00999999999999999,0.5266142111077787,0.7088332024208889,0.6717555122808747,-0.48288659951121543,26.920000076293945,40.88999938964844,0.5189449953106289
PHG,0.010000000000001992,0.4988924943350448,0.3388277470673064,1.3235069976489344,-0.2109138504569295,15.640000343322754,23.32999992370605,0.4916879419166009
GIB,0.010000000000002276,0.24847406156288532,0.1800987852997206,1.0995213606771115,-0.128193172908352,86.0999984741211,107.20999908447266,0.2451800346627946
TMO,0.010000000000004545,-0.03835518772245494,0.22734090796019993,-0.3906326785315897,-0.28528733352778896,550.6156005859375,529.7432250976562,-0.037907344917343266
IONQ,0.04411764705882928,2.6363849860126205,0.9286862579453259,2.7845069998559397,-0.5216515756274274,3.4600000381469727,12.390000343322754,2.5809249152373726
DNA,0.01000000000000338,0.07048790932829152,0.8924159176517085,0.022451761379574272,-0.5039369854054035,63.20000076293945,67.5999984741211,0.06962021610863345
HUM,0.010000000000004245,-0.07922886288653108,0.2750662780989985,-0.47145169475736187,-0.20677691792436725,492.87591552734375,454.2720947265625,-0.0783236096238904
ABT,0.010000000000002217,0.024865472570689384,0.19865305200814345,-0.12879805905072786,-0.20878325610099105,105.3289031982422,107.91639709472656,0.02456584866942335
ACN,0.010000000000002708,0.32345337767021753,0.21835899361671346,1.250242882395663,-0.16297175004074904,261.8243408203125,345.3581848144531,0.3190453711538954
AMD,0.08823529411763703,1.3258157204184902,0.46939613966188526,2.717031548753931,-0.2749439089806575,64.0199966430664,147.41000366210938,1.3025618774079457
SNAP,0.010000000000001242,0.9280034966127386,0.5470104065531802,1.6042691071428121,-0.38267949583312805,8.850000381469727,16.93000030517578,0.9129943023080642
NVDA,0.08823529411763402,2.5131433173702233,0.4845660750303532,5.082261933260844,-0.18287261893651635,14.305581092834473,49.511375427246094,2.4609831719485946
EXAS,0.010000000000002948,0.5427980322992609,0.5117280067322674,0.962125241784962,-0.40367527436046624,48.20000076293945,73.9800033569336,0.534854817135525
ASML,0.010000000000003104,0.3964990009772835,0.3103127870733406,1.1151567556952002,-0.24458533407340402,539.8381958007812,750.8921508789062,0.3909578031340546
VUZI,0.010000000000005109,-0.4232354976900292,0.7724945525141451,-0.6131915056775719,-0.6706484806186449,3.5999999046325684,2.0899999141693115,-0.4194444529068325
ADBE,0.08823529411763784,0.7829791242614319,0.3184507925041709,2.300284820795339,-0.18277541349049176,336.9200134277344,596.5999755859375,0.7707466217761552
BEAM,0.010000000000003575,-0.27340027168159964,0.6264530471699172,-0.5169611246022091,-0.6374256978456461,37.31999969482422,27.21999931335449,-0.2706323811377326
ILMN,0.010000000000000751,-0.3098691735554512,0.47672889609494945,-0.7558190338383183,-0.6011948137857238,195.3988342285156,135.4474639892578,-0.306815393633033
TSM,0.0882352941176409,0.43835201949251124,0.30812852265907986,1.2588916340855962,-0.20787319357450296,71.83226013183594,102.87393951416016,0.432141204040531
JNJ,0.010000000000004144,-0.09475830307097421,0.16551784837330266,-0.8773066143133693,-0.17433332211539793,168.97996520996094,153.14910888671875,-0.09368481230051173
NOK,0.010000000000005355,-0.2380286920027278,0.2880905123087161,-1.0013529768291556,-0.3747636458691524,4.313361644744873,3.297311544418335,-0.23555875533052728
TXG,0.010000000000000986,0.5927238118138602,0.5024321580463601,1.0792943943488238,-0.455065100916551,35.33000183105469,55.959999084472656,0.5839229036009963
AMZN,0.08823529411763567,0.7826766650486583,0.33026682312256284,2.217071209369057,-0.19643963852442067,85.81999969482422,151.94000244140625,0.7704498133500892
IRTC,0.010000000000001856,0.13952556662337878,0.4938710527111245,0.18035875162263953,-0.48153184046231184,94.08000183105467,107.04000091552734,0.13775508962835437
RMD,0.010000000000002248,-0.17121679956251445,0.32373757179777535,-0.684716322623259,-0.4386582215014967,205.17857360839844,170.4291534423828,-0.1693618371299236
BDX,0.010000000000003114,-0.0342371533309177,0.19329516894934712,-0.4381317644154464,-0.1782667358759325,249.33712768554688,240.90042114257807,-0.03383654340323039
ZS,0.010000000000005215,1.0277012465320698,0.511034306238682,1.9122975395350412,-0.39062830148852545,110.19000244140624,221.5599975585937,1.0107087090447129
MDXG,0.08823529411763884,1.9916359457075958,0.6403211217063449,3.0315794369563105,-0.34719331761786426,2.970000028610229,8.770000457763672,1.952862078545997
SAGE,0.010000000000003152,-0.42235348237531056,0.7585126697005038,-0.6233318194353136,-0.7186765243123838,37.27000045776367,21.670000076293945,-0.41856721732934965
ACAD,0.00999999999999999,0.9336243463104592,0.5963256495466467,1.4810242472180175,-0.37914550556419224,16.31999969482422,31.309999465942383,0.9185049051117411
GOOG,0.08823529411763839,0.5797013117875063,0.3061124873459715,1.7289386535071378,-0.17876838099613812,89.48025512695312,140.58474731445312,0.5711259105709274
