Ticker,Weight
A,0.0
AAPL,9.363162553302023e-18
ABBV,0.0
ABT,2.8776361186142537e-18
ACGL,0.0
ACN,0.0
ADBE,0.0
ADI,2.438932626524734e-18
ADM,0.0
ADP,0.0
ADSK,5.311060911423673e-18
AEE,5.372309639789639e-18
AEP,3.319050875201957e-18
AES,5.335761123411395e-18
AFL,5.8750285725301094e-18
AIG,0.0
AIZ,0.0
AJG,0.0
AKAM,8.27375418124647e-19
ALB,1.3980761428631649e-18
ALGN,0.0
ALL,0.0
ALLE,0.0
AMAT,0.0
AMCR,0.09230883855164022
AMD,0.0
AME,0.0
AMGN,1.9321994289268717e-18
AMP,0.0
AMT,0.00088375497555556
AMZN,0.0
ANET,1.6118124451200733e-18
ANSS,4.733255500131916e-18
AON,5.222033690882937e-18
AOS,4.2398672735556064e-18
APA,0.0
APD,0.0
APH,2.334332670908709e-18
APO,0.0
APTV,2.5480799180107233e-18
ARE,6.560026782711829e-19
ATO,0.0
AVB,5.765771865625964e-18
AVGO,2.794140311155302e-19
AVY,0.008522212320989682
AWK,0.0
AXON,0.010228425516484285
AXP,0.0
AZO,2.3023931033928158e-18
BA,3.823494836043273e-18
BAC,4.0346736627246333e-19
BALL,0.0
BAX,0.0
BBY,0.0
BDX,0.00988126977245361
BEN,0.0
BG,3.980567018609667e-18
BIIB,2.8691093315958633e-19
BK,0.0
BKNG,2.1459863173560072e-19
BKR,0.0
BLDR,0.0
BLK,0.0
BMY,2.429202750172085e-18
BR,0.0
BRO,2.773354740580681e-18
BSX,0.0
BWA,3.734344402165316e-18
BX,4.924086363120855e-18
BXP,0.0
C,0.0
CAG,0.0
CAH,2.2864937102266675e-18
CAT,1.5659514437499686e-19
CB,7.131528764621312e-19
CBOE,0.04217344707763844
CBRE,0.0
CCI,0.0
CCL,2.498962479883313e-18
CDNS,0.0
CDW,0.0
CE,4.333051170272677e-18
CF,0.0
CFG,1.0797686890073306e-18
CHD,7.338887960580747e-19
CHRW,5.8176263975761635e-21
CHTR,1.409772388606257e-18
CI,0.0
CINF,3.874567411053658e-18
CL,3.4106618458030767e-18
CLX,0.0
CMCSA,0.0016846029159948749
CME,0.0
CMG,2.623846375389424e-19
CMI,0.0
