Ticker,Weight
A,0.0
AAPL,0.0
ABBV,2.7386060281839954e-17
ABT,1.0224517435259649e-17
ACGL,2.921797831134945e-17
ACN,6.084086606861811e-19
ADBE,6.536545023495181e-18
ADI,0.0
ADM,0.0
ADP,0.0
ADSK,5.2167605438201146e-18
AEE,1.6539305009695207e-17
AEP,4.74406238003293e-19
AES,0.0
AFL,1.0483541023508643e-17
AIG,2.039419316709125e-17
AIZ,5.434719628499784e-18
AJG,6.965993239349985e-18
AKAM,8.524909929699206e-18
ALB,1.243468499917213e-17
ALGN,0.0
ALL,7.824405860923465e-19
ALLE,3.8352064158164713e-19
AMAT,2.6634901828478102e-17
AMCR,0.05056403597130532
AMD,0.0
AME,0.0
AMGN,1.3735910005421409e-17
AMP,0.0
AMT,0.0
AMZN,0.0
ANET,5.601445220141179e-18
ANSS,3.300292555742462e-17
AON,0.0
AOS,2.4038928945593054e-17
APA,0.0
APD,7.24006189318769e-19
APH,0.0
APO,0.0
APTV,0.0
ARE,0.0
ATO,9.918453539220672e-18
AVB,8.858781418458428e-18
AVGO,1.5119084179992726e-18
AVY,2.028487189022693e-18
AWK,0.0
AXON,0.0
AXP,0.0
AZO,0.011792149612707485
BA,4.182266503835027e-18
BAC,9.432942330927713e-18
BALL,2.294635455165917e-17
BAX,0.0
BBY,1.908651388325206e-18
BDX,3.73298759046446e-18
BEN,9.46435380159917e-18
BG,0.004964204247153211
BIIB,0.009263852384959012
BK,3.7298512257743805e-18
BKNG,1.825168902104408e-17
BKR,0.009038810558465825
BLDR,0.0
BLK,7.60023455276481e-18
BMY,0.0
BR,0.0
BRO,0.0
BSX,7.391113327514712e-18
BWA,1.3129015147290964e-18
BX,1.888367123273487e-18
BXP,0.0
C,0.0
CAG,1.413230202403366e-17
CAH,0.0
CAT,0.0
CB,9.666134604500479e-18
CBOE,0.06237834273300674
CBRE,0.0
CCI,0.0
CCL,1.0361775795507081e-17
CDNS,1.2093807674703683e-17
CDW,9.96692510278997e-18
CE,0.0
CF,1.157897233751544e-17
CFG,0.001314124577127187
CHD,0.008315303273115098
CHRW,6.953467405364655e-18
CHTR,0.004436088833578821
CI,1.3047575989667066e-17
CINF,0.0
CL,1.4572071610949524e-18
CLX,0.0
CMCSA,2.193695757293859e-18
CME,0.0
CMG,0.0
CMI,0.0
CMS,2.1747497819265718e-19
CNC,1.0434405358614947e-17
CNP,6.8753938703391326e-18
COF,9.732383619044568e-18
COO,0.0
COP,2.9630837932733585e-18
COR,2.484865666442133e-17
COST,7.656627375536621e-18
CPAY,0.0
CPB,2.0508955065857393e-18
CPRT,0.013875916803914333
CPT,0.0
CRL,0.0
CRM,3.1997323230780143e-18
CSCO,6.709611875798344e-18
CSGP,0.0
CSX,5.822042027926409e-18
CTAS,0.0
CTRA,7.246965195954564e-18
CTSH,0.001679200284442256
CVS,0.0
CVX,0.0
CZR,0.0
D,5.518664565330762e-18
DAL,3.524635576467573e-18
DAY,0.0
DD,7.034307112053948e-18
DE,0.0
DECK,0.005455913462102273
DELL,0.0
DFS,0.0
DG,0.0013379426023674428
DGX,3.3016958719599067e-18
DHI,7.380925924410279e-18
DHR,3.838338822401748e-18
DIS,1.9625520826270745e-17
DLR,0.0
DLTR,0.012023245457983915
DOC,0.0
