Ticker,Weight
A,6.64714284151243e-17
AAPL,0.0
ABBV,1.6261675439378248e-18
ABT,0.0
ACGL,0.029724323300480738
ACN,0.0
ADBE,2.2346095188947332e-17
ADI,0.0
ADM,2.6897566354719052e-17
ADP,0.0
ADSK,3.466789819544035e-17
AEE,3.5283031368057885e-17
AEP,0.0
AES,0.0
AFL,7.856870149270907e-18
AIG,1.6600045136044282e-17
AIZ,0.0
AJG,0.0
AKAM,2.510953121582832e-17
ALB,0.0
ALGN,2.097902324726877e-17
ALL,0.04687063604167958
ALLE,0.0
AMAT,9.126771520542994e-18
AMCR,0.08781908443952299
AMD,0.0
AME,8.905728267140726e-18
AMGN,0.0
AMP,2.511078804018512e-18
AMT,0.0
AMZN,1.8163038981320164e-17
ANET,0.0
ANSS,6.6355496998619405e-18
AON,0.0
AOS,1.6701421699826985e-17
APA,0.0
APD,3.470279508231499e-18
APH,7.333850030048056e-18
APO,6.509449203391367e-18
APTV,0.0
ARE,0.0
ATO,9.351882950660743e-18
AVB,0.0
AVGO,0.0
AVY,0.0
AWK,5.159736128589708e-18
AXON,0.0
AXP,0.02989560053332286
AZO,1.800189204867608e-17
BA,0.0
BAC,2.4852428083266935e-17
BALL,0.0
BAX,1.0967873991878568e-17
BBY,0.011227031648942246
BDX,0.0
BEN,0.0
BG,0.0
BIIB,0.0
BK,0.0
BKNG,6.749325722714005e-18
BKR,0.0
BLDR,2.9683016359403625e-18
BLK,0.0
BMY,0.0
BR,3.3524924688311703e-18
BRO,9.37508551671144e-18
BSX,1.4019041787489784e-18
BWA,0.0
BX,0.0
BXP,0.0
C,1.2786257593211339e-17
CAG,0.0
CAH,0.0
CAT,0.0
CB,6.767160510546653e-18
CBOE,0.07286944844407273
CBRE,1.6613029561469755e-17
CCI,0.0
CCL,0.0
CDNS,0.0
CDW,6.813993483885136e-18
CE,0.0
CF,3.8193661054163243e-19
CFG,1.6391326136903553e-17
CHD,1.745905892524767e-17
CHRW,0.07386760093328713
CHTR,8.09661191157135e-18
CI,4.981820522605719e-18
CINF,0.0
CL,7.689082525723856e-18
CLX,1.998947524202493e-18
CMCSA,0.0
CME,0.0
CMG,0.02709875451064264
CMI,1.3330091663104895e-17
CMS,0.0
CNC,2.2830491327275718e-17
CNP,1.6458486558133546e-17
COF,0.0
COO,0.0
COP,0.0
COR,5.307870602797667e-18
COST,0.006186890758440903
CPAY,6.4315484796660365e-18
CPB,0.0
CPRT,9.426116974613446e-18
CPT,2.3821283986015385e-18
CRL,0.0
CRM,0.0
CSCO,0.0
CSGP,1.4130937915863352e-17
CSX,0.0
CTAS,0.0
CTRA,1.3932336473374024e-17
CTSH,2.4907382509656566e-18
CVS,0.003618525911689977
CVX,0.0
CZR,2.3379492359266927e-17
D,0.0
DAL,0.0
DD,0.0001872507693683262
DE,0.011433050317979046
DECK,0.0
DFS,4.9436724276848524e-18
DG,0.0
DGX,0.0
DHI,5.8719117866501175e-18
DHR,0.0
DIS,0.04023163869391106
DLR,7.763596559997175e-18
DLTR,0.0
