Ticker,Weight
A,0.0
AAPL,0.0
ABBV,0.0
ABNB,0.024277205458715437
ABT,0.013599613700282981
ACGL,0.0
ACN,0.0
ADBE,1.3840146176821375e-17
ADI,0.0
ADM,1.1205693175979871e-18
ADP,5.345507309791869e-18
ADSK,0.0
AEE,0.0
AEP,2.408881184199947e-18
AES,1.3302166115219879e-17
AFL,6.668761774610723e-18
AIG,1.827523756717356e-17
AIZ,0.0
AJG,0.0
AKAM,9.070140771891701e-18
ALB,0.0
ALGN,3.6552467134462074e-18
ALL,0.0
ALLE,0.0
AMAT,0.0
AMCR,7.741310265679089e-18
AMD,0.0
AME,2.0591250435964786e-17
AMGN,0.0
AMP,1.4319814326464917e-17
AMT,0.0
AMZN,0.019906265168469925
ANET,1.0673062306152174e-17
ANSS,0.0
AON,2.020994526409959e-18
AOS,0.0
APA,1.5596246980315813e-17
APD,0.0
APH,2.9160853646991673e-17
APO,0.0
APTV,0.0
ARE,0.0
ATO,0.0
AVB,1.2376061055911992e-17
AVGO,0.0
AVY,8.266300369595124e-18
AWK,0.0
AXON,5.118296297163651e-18
AXP,0.0
AZO,8.628758043505645e-18
BA,0.0
BAC,1.3259844896804186e-17
BALL,0.021888512958395438
BAX,0.0002884507771660369
BBY,0.0
BDX,0.029720293471433512
BEN,0.0
BG,4.600869202959788e-18
BIIB,0.006915889539463876
BK,6.45588703711187e-19
BKNG,0.0
BKR,0.0
BLDR,5.0402973937900416e-18
BLK,0.0
BMY,2.908810298309467e-18
BR,8.704497874394349e-18
BRO,0.0
BSX,0.0
BWA,0.0
BX,0.0
BXP,3.428532683126401e-18
C,3.610959281156751e-18
CAG,0.0
CAH,1.2616219439878816e-18
CARR,6.11775849456373e-18
CAT,0.0
CB,0.0
CBOE,2.151449444087756e-17
CBRE,0.0
CCI,0.0
CCL,0.0016285228910333316
CDNS,0.0
CDW,0.0
CE,8.080901886081771e-18
CF,1.637606099056601e-17
CFG,5.637647341762336e-20
CHD,2.869613612406024e-18
CHRW,0.0
CHTR,1.0631563806500121e-17
CI,8.056221400286622e-18
CINF,0.0
CL,0.0
CLX,0.05459384132199822
CMCSA,8.76652265001076e-19
CME,9.204192952835557e-19
CMG,1.41951784172706e-18
CMI,0.0
CMS,2.164729283865756e-18
CNC,0.0
CNP,7.929878074468874e-18
COF,0.0
COO,0.0
COP,0.018861044898641748
COR,1.3764561368413996e-17
COST,9.921382099449361e-18
CPAY,0.0
CPB,2.1793280219049497e-17
CPRT,0.0
CPT,0.026193534235495832
CRL,4.823922424046571e-18
CRM,0.0
CRWD,4.407299653694934e-18
CSCO,0.0
CSGP,0.0
CSX,6.581618808397741e-18
CTAS,1.3182981288006239e-17
CTRA,0.0
CTSH,1.4297688549414914e-17
CTVA,6.7051463853598454e-18
CVS,1.1021811111829052e-18
CVX,6.4858650434191296e-18
CZR,1.4909718781623615e-17
D,9.900039837850914e-18
DAL,4.084914895887952e-18
DAY,7.45151333326186e-18
DD,2.76952769907339e-18
DE,8.588600261621321e-18
DECK,0.0
DELL,0.0
DFS,0.0
DG,0.0015666380399917575
DGX,0.03898188736097079
DHI,1.0690579800265267e-17
DHR,2.5352396439120834e-17
DIS,0.0
DLR,5.44364178768183e-18
DLTR,5.24831237031712e-18
