Ticker,Weight
A,0.0
AAPL,0.0
ABBV,2.3586783807347052e-18
ABNB,0.0
ABT,0.0
ACGL,0.0
ACN,0.0
ADBE,2.8614365063317176e-17
ADI,0.0
ADM,5.500798945942829e-17
ADP,0.0
ADSK,3.401865580162888e-17
AEE,0.0
AEP,9.067190398075774e-18
AES,1.3929430052152787e-17
AFL,2.7681398682812367e-17
AIG,3.320994971516483e-17
AIZ,0.028934595806710057
AJG,6.016426827381389e-17
AKAM,4.41903195077746e-17
ALB,0.0
ALGN,1.989010344936127e-17
ALL,3.8862419173490585e-17
ALLE,4.548205126911631e-17
AMAT,0.0
AMCR,0.0
AMD,1.409331954325521e-17
AME,0.0
AMGN,1.1424068238073536e-16
AMP,0.0
AMT,5.983013466783094e-17
AMZN,0.0
ANET,0.0
ANSS,0.0
AON,0.0
AOS,1.9763560923831117e-17
APA,8.482791147742618e-18
APD,0.0
APH,7.573046000164031e-19
APO,0.0
APTV,0.0
ARE,0.0
ATO,1.3420736805795455e-17
AVB,0.0
AVGO,0.0
AVY,0.0
AWK,0.0
AXON,6.3494051115283445e-19
AXP,0.0
AZO,5.973833229781956e-17
BA,7.367638900989887e-17
BAC,1.6008278431337575e-17
BALL,7.112329753100733e-17
BAX,1.2386873215555302e-16
BBY,0.0
BDX,4.169356349035349e-17
BEN,7.399955940516657e-18
BG,0.0
BIIB,8.85845611231755e-17
BK,0.0
BKNG,1.3770140679398726e-18
BKR,1.6797460685558193e-17
BLDR,0.0
BLK,2.3458395646901832e-17
BMY,0.0799780511008928
BR,0.0
BRO,4.941501819799433e-17
BSX,8.5735502144137e-18
BWA,0.0
BX,6.809880558824086e-17
BXP,0.0
C,2.3393088775412878e-17
CAG,0.0
CAH,0.0
CARR,0.0
CAT,1.6646616932111375e-17
CB,7.959460586801923e-18
CBOE,0.050356696888853254
CBRE,0.0
CCI,5.265267879299472e-18
CCL,0.0
CDNS,5.2309856320907454e-17
CDW,0.0
CE,0.0
CF,3.77296698928159e-17
CFG,4.640599930509281e-17
CHD,0.0
CHRW,0.022445904442528163
CHTR,0.0
CI,6.922953131312111e-18
CINF,3.7534200512518775e-17
CL,4.8218791202093716e-17
CLX,0.0
CMCSA,0.0
CME,0.06271021249752451
CMG,0.0
CMI,4.239811317215788e-18
CMS,7.730079626403843e-17
CNC,1.6982459984539505e-17
CNP,0.0
COF,4.086267163101879e-17
COO,1.5264230034219717e-17
COP,0.0
COR,0.0
COST,2.3451020343343665e-17
CPAY,3.846230696878367e-17
CPB,0.0
CPRT,0.0
CPT,1.8396146597194723e-17
CRL,3.4680622120913486e-17
CRM,0.0
CRWD,4.519822936688104e-17
CSCO,0.0
CSGP,0.0
CSX,0.0
CTAS,0.0
CTRA,3.229100844215483e-17
CTSH,3.4294867034466196e-17
CTVA,0.0
CVS,4.248753567177152e-18
CVX,0.0
CZR,0.0
D,0.0
DAL,6.085622775735686e-19
DAY,0.0
DD,4.150631972426509e-17
DE,1.865301151959896e-17
DECK,0.0
DELL,1.7803623418421752e-17
DFS,5.5855270342489655e-18
DG,4.46050830899273e-17
DGX,1.150676390267042e-17
DHI,0.0
DHR,0.0
DIS,0.0
DLR,7.616876573016253e-18
DLTR,1.8706139735386395e-17
DOC,0.0
DOV,0.0
