Ticker,Weight
A,3.014574098106606e-17
AAPL,0.0
ABBV,0.05601312970521147
ABNB,0.0
ABT,3.247862065009452e-18
ACGL,0.0
ACN,2.0363883031465212e-17
ADBE,3.2442444124424206e-18
ADI,1.4965091726892738e-17
ADM,7.651050046657884e-18
ADP,0.0
ADSK,2.432226571803907e-17
AEE,0.0
AEP,1.0669267625715378e-17
AES,6.626906737657141e-17
AFL,7.204412442956517e-17
AIG,8.107997810802899e-18
AIZ,0.0
AJG,0.0
AKAM,7.693450011251794e-18
ALB,0.0
ALGN,3.208572473411871e-18
ALL,0.0
ALLE,0.0
AMAT,0.0
AMCR,0.0
AMD,1.28212236994163e-17
AME,0.0
AMGN,0.0
AMP,2.966387540082854e-17
AMT,6.077706607717539e-18
AMZN,1.2374255162623652e-18
ANET,0.0
ANSS,2.062422917168672e-17
AON,1.6047144125215415e-17
AOS,0.0
APA,0.0
APD,1.2649330388435714e-17
APH,1.525552439631707e-17
APO,2.4845323332086063e-18
APTV,6.630327210437938e-18
ARE,1.2768467320815525e-17
ATO,0.0
AVB,0.0
AVGO,1.837238190279766e-17
AVY,2.328337520807233e-17
AWK,3.695163482018917e-18
AXON,0.0
AXP,0.0
AZO,0.0
BA,0.0
BAC,3.0496521662762995e-17
BALL,0.0
BAX,0.0
BBY,0.0
BDX,1.1461920082567916e-17
BEN,0.0
BG,0.0
BIIB,0.0
BK,0.0
BKNG,1.6597996062348824e-18
BKR,0.0
BLDR,1.3189077456496365e-17
BLK,4.103281876891235e-18
BMY,0.0
BR,7.261366701975987e-19
BRO,2.850900749304642e-19
BSX,0.0
BWA,0.00218422838118273
BX,2.443466924898826e-17
BXP,0.0
C,0.0
CAG,0.0
CAH,1.5050121208180193e-18
CARR,1.3385093143859864e-17
CAT,3.4428262820953658e-18
CB,0.0
CBOE,0.07962122544263753
CBRE,8.422737955421659e-18
CCI,0.0
CCL,0.0
CDNS,9.308624554780099e-18
CDW,0.0
CE,1.9289691339554252e-17
CEG,0.0
CF,0.0003607717864933413
CFG,2.480737177811264e-17
CHD,0.016734921976623875
CHRW,0.0035210685692597336
CHTR,0.0
CI,0.0
CINF,0.0
CL,0.0
CLX,0.0
CMCSA,0.0
CME,0.0449905347396601
CMG,0.0402543615936568
CMI,6.30733564888558e-18
CMS,0.0
CNC,0.0
CNP,0.0
COF,0.0
COO,9.972863721250449e-18
COP,7.315076350806917e-18
COR,0.08228032246778347
COST,0.0
CPAY,0.0
CPB,0.013077153489455316
CPRT,0.0
CPT,2.8744652797479655e-18
CRL,0.0
CRM,7.24118965988151e-19
CRWD,7.973875819359336e-18
CSCO,0.0
CSGP,1.4735982370540662e-17
CSX,0.0
CTAS,8.607106584009297e-18
CTRA,6.3853781606119485e-18
CTSH,0.0
CTVA,0.0
CVS,0.0
CVX,0.00825049148657871
CZR,1.0907801222976768e-17
D,0.0
DAL,3.609562830791194e-18
DAY,8.713120983276063e-18
DD,0.0
DE,2.782855591516023e-17
