year,sector,mean,std,min,max
2016,Construction,0.13919945545167856,0.07966371034880967,0.09999395605151375,0.36717125409233264
2016,Energy,0.18341896377997244,0.08969726441856281,0.09063737273430944,0.372409209189039
2016,Finance,0.15194427438826794,0.05670235277043098,0.07400908626912216,0.27153117916487857
2016,Medical,0.23012551112051818,0.1427218436866461,0.10546696984915806,0.5406670092550437
2016,Oils-Energy,0.12814897839245692,0.027989036511498967,0.10445074858495415,0.17284363217162457
2016,Retail-Wholesale,0.11737540579290533,0.050950161468033286,0.10193145196458628,0.32805822180943334
2016,Transportation,0.11682884228003479,0.0203073023422966,0.10375813661956244,0.1697604387376528
2016,Utilities,0.1341524552665688,0.05765849056731069,0.09587676375165444,0.3024680159659985
2017,Aerospace,0.20514964153967666,0.13860485994654725,0.10902293396916236,0.6837471217968891
2017,Computer and Technology,0.3098219809754059,0.16336037713806964,0.13075016974627918,0.7257815961533709
2017,Construction,0.17573326084081545,0.12092047184450619,0.10207923803491875,0.491484410874577
2017,Energy,0.16457196428333523,0.0696873544052399,0.08776415385016541,0.31237786390253963
2017,Finance,0.17873011912255257,0.08421397252073443,0.04132389801082291,0.38032401871153637
2017,Medical,0.22120700769208207,0.12178496902213455,0.12084896928271927,0.4787942239251234
2017,Oils-Energy,0.13920128957429884,0.03796744503670894,0.10993856371934903,0.2033811100301295
2017,Retail-Wholesale,0.12934748654516043,0.0770038207074425,0.1020842317066661,0.35906609619263635
2017,Transportation,0.1505809478347116,0.12816787595958326,0.09923210868260816,0.5997180802449936
2017,Utilities,0.14538112745337659,0.08186674349307352,0.09938145400793785,0.4198703691367613
2018,Aerospace,0.2361610259863014,0.14950853577467152,0.11026607591644245,0.6261261362936676
2018,Computer and Technology,0.27081654304267794,0.15561276950455508,0.12206317520731946,0.8050490027045086
2018,Construction,0.17561814741657733,0.11192890919713162,0.10297867465553148,0.4876030553285829
2018,Energy,0.22723737809293146,0.10753904817762004,0.11130933528443011,0.48800655097770346
2018,Finance,0.22947963560272583,0.09576147452288872,0.12311191822723126,0.4201398584900719
2018,Medical,0.19861379929790107,0.11127494174154856,0.11085935940836637,0.5700249883089636
2018,Oils-Energy,0.18368784805419056,0.048742162311110386,0.13531063892925052,0.2653767042177563
2018,Retail-Wholesale,0.13291239896388157,0.08559496123850305,0.10296562869801058,0.41842471784833535
2018,Transportation,0.15310616699516713,0.09731712769601324,0.10243892804223355,0.49234519787339315
2018,Utilities,0.13625889464788865,0.07854211544484,0.022037099684117285,0.37156773733250864
2019,Aerospace,0.20620025266903072,0.10239759782189226,0.11026238939710026,0.4001390921389257
2019,Computer and Technology,0.24572485760462523,0.09750885656588953,0.14316537873995822,0.44740901965223273
2019,Construction,0.17036841064822886,0.09999943367587907,0.10075524515190228,0.33167677848801635
2019,Energy,0.19401590669360566,0.10475964438767019,0.05225055682134583,0.39790437732902695
2019,Finance,0.20441568062725363,0.07635481023487341,0.12041573372308623,0.3772033386579454
2019,Medical,0.24792672228824114,0.17325172320132817,0.11514508477387554,0.7332039335615282
2019,Oils-Energy,0.17072815589748877,0.07373585806137382,0.11611326021867908,0.2937441721453837
2019,Retail-Wholesale,0.11854060667403385,0.04340429403326862,0.10178788291910151,0.25383833962430646
2019,Transportation,0.13437295813778127,0.04991810034483719,0.10618385373452373,0.28844418427926144
2019,Utilities,0.15896880845206973,0.09665313337527949,0.1038595547550422,0.4765175074426296
2020,Aerospace,0.20197279656136263,0.13011293860850345,0.10632647395878325,0.6283832071661375
2020,Computer and Technology,0.2531290607648856,0.1209753496003838,0.1462216831638417,0.6600344252558867
2020,Construction,0.1563848672593904,0.0920342853371156,0.10154763949646398,0.3752186111108862
2020,Energy,0.17064613161358375,0.09570344565103724,0.0011854935084687271,0.4295430787466393
2020,Finance,0.14396558245732388,0.026998630048168607,0.10634279270221797,0.2158772738508931
2020,Medical,0.21946199685366968,0.11228944223240218,0.119928804807518,0.472661214067611
2020,Oils-Energy,0.11781435904354982,0.03115279492824179,0.07823954278437081,0.15170269200791386
2020,Retail-Wholesale,0.14038500673402937,0.12478710907142636,0.10195455521567376,0.6396938850347502
2020,Transportation,0.14979519676545133,0.10962604233520236,0.10147928701470037,0.5403123561618464
2020,Utilities,0.1308749343282486,0.043334314730383516,0.10368335894746152,0.2501656470046374
2021,Aerospace,0.1932800479567513,0.11392356861732458,0.10918158656122363,0.5259055242712344
2021,Computer and Technology,0.2379250397492704,0.12858953597089934,0.11288930460842576,0.5944973684532312
2021,Construction,0.1529978586206857,0.07573722438614428,0.10229467713084488,0.3099853732449602
2021,Energy,0.16495239248103072,0.05665996551955087,0.10255560228013261,0.3148417734087924
2021,Finance,0.17467764857247545,0.05986229834198369,0.1115856554483206,0.37277068497468435
2021,Medical,0.25966756826728166,0.19304312899396917,0.10981246632096002,0.7297912461749608
2021,Oils-Energy,0.168717302924476,0.048968145971454984,0.1284223796935017,0.2512603368912062
2021,Retail-Wholesale,0.10922136862172485,0.04834131218724368,0.019653873249993462,0.29839880497407345
2021,Transportation,0.11522228388507195,0.017557687557498782,0.10308133844313949,0.17996984141443506
2021,Utilities,0.1291528362661512,0.049267315184413935,0.10295131963015677,0.28233958745627746
2022,Aerospace,0.14969658696288954,0.042972444400400156,0.11071358214081885,0.2406917971836273
2022,Computer and Technology,0.19263807332192265,0.049828061002479405,0.12887863676900588,0.32575917784245423
2022,Construction,0.14809568379906798,0.08976731355828801,0.10222725809263682,0.44480447869260603
2022,Energy,0.17644556099175798,0.06333415876393644,0.061986273849860864,0.32883537178796496
2022,Finance,0.17831823135893804,0.0703993027188324,0.10614069286862791,0.38419431311912355
2022,Medical,0.12726813358559863,0.06560544491485201,0.00921077517044022,0.27018949233689515
2022,Oils-Energy,0.14180136676903118,0.019921301873297704,0.11793682833079208,0.1664296822888931
2022,Retail-Wholesale,0.12095023941582268,0.06281637652182032,0.10238562413024879,0.37820980793173403
2022,Transportation,0.14085279999073635,0.09477787046028874,0.10390214879292652,0.5008788944718345
2022,Utilities,0.13969339603491174,0.0638576468999215,0.10335181357161227,0.2996124744508137
2023,Aerospace,0.163657027902943,0.10889523348689513,0.060854518390149465,0.44104997926360345
2023,Computer and Technology,0.19606279094474738,0.08181683611573527,0.12319490484473511,0.43677472776959686
2023,Construction,0.14440972340231215,0.07414266287074221,0.10195223415035909,0.34464790753086777
2023,Energy,0.15089240505425114,0.05653592704045328,0.09371815639825,0.30269826664544747
2023,Finance,0.14865548905384254,0.05761763537655302,0.10307865421906036,0.3279369010759347
2023,Medical,0.20897667185501134,0.1563331013769885,0.08540065243055095,0.6473543098407839
2023,Oils-Energy,0.1326362768504952,0.050328436924141545,0.06983427761402511,0.20674452434070253
2023,Retail-Wholesale,0.11986610575043166,0.05681437057233809,0.10198138971513405,0.34300493249944036
2023,Transportation,0.12549867647854346,0.04456565777884593,0.10235770206187433,0.26537343435732264
2023,Utilities,0.14022799058686408,0.10085842414456643,0.02185449922419822,0.49925972187389933
2024,Aerospace,0.11539785046804128,0.0295413801303423,0.07947230178390857,0.2190468156065223
2024,Computer and Technology,0.1153212263868235,0.023123646155852485,0.060397445525826196,0.14760904148137918
2024,Construction,0.10768175906408312,0.028025048632410378,0.07038784028619723,0.21057403039126438
2024,Energy,0.12290371154446955,0.04235360645871019,0.046611381383757325,0.25034286771672065
2024,Finance,0.1306460312603516,0.02446757619296523,0.09104137510618691,0.16682539768317894
2024,Medical,0.10357865919993765,0.03933016062958848,0.0,0.16233065592826282
2024,Oils-Energy,0.13078244481984144,0.01458437044132018,0.11418566654629254,0.14887305427631775
2024,Retail-Wholesale,0.10664278771570826,0.039857498373913114,0.023334449385587167,0.2582044533538787
2024,Transportation,0.10926510624303871,0.012357867703328819,0.1003711090301916,0.14828742662825375
2024,Utilities,0.10835132359216838,0.026220702274020218,0.06905808936546155,0.2051482830679093
